"resource","quality","season","zone","value"
"butanol","energy","sum","dormitories",0.00
"butanol","energy","shoulder","dormitories",0.00
"butanol","energy","wint","energyIsland",0.00
"butanol","energy","sum","energyIsland",0.00
"butanol","energy","shoulder","energyIsland",0.00
"butanol","energy","wint","factory",0.00
"butanol","energy","sum","factory",0.00
"butanol","energy","shoulder","factory",0.00
"butanol","energy","wint","factory_assembly",0.00
"butanol","energy","sum","factory_assembly",0.00
"butanol","energy","shoulder","factory_assembly",0.00
"butanol","energy","wint","factory_blades",0.00
"butanol","energy","sum","factory_blades",0.00
"butanol","energy","shoulder","factory_blades",0.00
"butanol","energy","wint","hospital",0.00
"butanol","energy","sum","hospital",0.00
"butanol","energy","shoulder","hospital",0.00
"butanol","energy","wint","multifunction",0.00
"butanol","energy","sum","multifunction",0.00
"butanol","energy","shoulder","multifunction",0.00
"butanol","energy","wint","northDistrict",0.00
"butanol","energy","sum","northDistrict",0.00
"butanol","energy","shoulder","northDistrict",0.00
"butanol","energy","wint","quality",0.00
"butanol","energy","sum","quality",0.00
"butanol","energy","shoulder","quality",0.00
"butanol","energy","wint","reserved",0.00
"butanol","energy","sum","reserved",0.00
"butanol","energy","shoulder","reserved",0.00
"butanol","energy","wint","residential",0.00
"butanol","energy","sum","residential",0.00
"butanol","energy","shoulder","residential",0.00
"butanol","energy","wint","school",0.00
"butanol","energy","sum","school",0.00
"butanol","energy","shoulder","school",0.00
"butanol","energy","wint","tech",0.00
"butanol","energy","sum","tech",0.00
"butanol","energy","shoulder","tech",0.00
"CNG","mass","wint","dormitories",0.00
"CNG","mass","sum","dormitories",0.00
"CNG","mass","shoulder","dormitories",0.00
"CNG","mass","wint","energyIsland",0.00
"CNG","mass","sum","energyIsland",0.00
"CNG","mass","shoulder","energyIsland",0.00
"CNG","mass","wint","factory",0.00
"CNG","mass","sum","factory",0.00
"CNG","mass","shoulder","factory",0.00
"CNG","mass","wint","factory_assembly",0.00
"CNG","mass","sum","factory_assembly",0.00
"CNG","mass","shoulder","factory_assembly",0.00
"CNG","mass","wint","factory_blades",0.00
"CNG","mass","sum","factory_blades",0.00
"CNG","mass","shoulder","factory_blades",0.00
"CNG","mass","wint","hospital",0.00
"CNG","mass","sum","hospital",0.00
"CNG","mass","shoulder","hospital",0.00
"CNG","mass","wint","multifunction",0.00
"CNG","mass","sum","multifunction",0.00
"CNG","mass","shoulder","multifunction",0.00
"CNG","mass","wint","northDistrict",0.00
"CNG","mass","sum","northDistrict",0.00
"CNG","mass","shoulder","northDistrict",0.00
"CNG","mass","wint","quality",0.00
"CNG","mass","sum","quality",0.00
"CNG","mass","shoulder","quality",0.00
"CNG","mass","wint","reserved",0.00
"CNG","mass","sum","reserved",0.00
"CNG","mass","shoulder","reserved",0.00
"CNG","mass","wint","residential",0.00
"CNG","mass","sum","residential",0.00
"CNG","mass","shoulder","residential",0.00
"CNG","mass","wint","school",0.00
"CNG","mass","sum","school",0.00
"CNG","mass","shoulder","school",0.00
"CNG","mass","wint","tech",0.00
"CNG","mass","sum","tech",0.00
"CNG","mass","shoulder","tech",0.00
"CNG","energy","wint","dormitories",0.00
"CNG","energy","sum","dormitories",0.00
"CNG","energy","shoulder","dormitories",0.00
"CNG","energy","wint","energyIsland",0.00
"CNG","energy","sum","energyIsland",0.00
"CNG","energy","shoulder","energyIsland",0.00
"CNG","energy","wint","factory",0.00
"CNG","energy","sum","factory",0.00
"CNG","energy","shoulder","factory",0.00
"CNG","energy","wint","factory_assembly",0.00
"CNG","energy","sum","factory_assembly",0.00
"CNG","energy","shoulder","factory_assembly",0.00
"CNG","energy","wint","factory_blades",0.00
"CNG","energy","sum","factory_blades",0.00
"CNG","energy","shoulder","factory_blades",0.00
"CNG","energy","wint","hospital",0.00
"CNG","energy","sum","hospital",0.00
"CNG","energy","shoulder","hospital",0.00
"CNG","energy","wint","multifunction",0.00
"CNG","energy","sum","multifunction",0.00
"CNG","energy","shoulder","multifunction",0.00
"CNG","energy","wint","northDistrict",0.00
"CNG","energy","sum","northDistrict",0.00
"CNG","energy","shoulder","northDistrict",0.00
"CNG","energy","wint","quality",0.00
"CNG","energy","sum","quality",0.00
"CNG","energy","shoulder","quality",0.00
"CNG","energy","wint","reserved",0.00
"CNG","energy","sum","reserved",0.00
"CNG","energy","shoulder","reserved",0.00
"CNG","energy","wint","residential",0.00
"CNG","energy","sum","residential",0.00
"CNG","energy","shoulder","residential",0.00
"CNG","energy","wint","school",0.00
"CNG","energy","sum","school",0.00
"CNG","energy","shoulder","school",0.00
"CNG","energy","wint","tech",0.00
"CNG","energy","sum","tech",0.00
"CNG","energy","shoulder","tech",0.00
"CO2","mass","wint","dormitories",0.00
"CO2","mass","sum","dormitories",0.00
"CO2","mass","shoulder","dormitories",0.00
"CO2","mass","wint","energyIsland",0.00
"CO2","mass","sum","energyIsland",0.00
"CO2","mass","shoulder","energyIsland",0.00
"CO2","mass","wint","factory",0.00
"CO2","mass","sum","factory",0.00
"CO2","mass","shoulder","factory",0.00
"CO2","mass","wint","factory_assembly",0.00
"CO2","mass","sum","factory_assembly",0.00
"CO2","mass","shoulder","factory_assembly",0.00
"CO2","mass","wint","factory_blades",0.00
"CO2","mass","sum","factory_blades",0.00
"CO2","mass","shoulder","factory_blades",0.00
"CO2","mass","wint","hospital",0.00
"CO2","mass","sum","hospital",0.00
"CO2","mass","shoulder","hospital",0.00
"CO2","mass","wint","multifunction",0.00
"CO2","mass","sum","multifunction",0.00
"CO2","mass","shoulder","multifunction",0.00
"CO2","mass","wint","northDistrict",0.00
"CO2","mass","sum","northDistrict",0.00
"CO2","mass","shoulder","northDistrict",0.00
"CO2","mass","wint","quality",0.00
"CO2","mass","sum","quality",0.00
"CO2","mass","shoulder","quality",0.00
"CO2","mass","wint","reserved",0.00
"CO2","mass","sum","reserved",0.00
"CO2","mass","shoulder","reserved",0.00
"CO2","mass","wint","residential",0.00
"CO2","mass","sum","residential",0.00
"CO2","mass","shoulder","residential",0.00
"CO2","mass","wint","school",0.00
"CO2","mass","sum","school",0.00
"CO2","mass","shoulder","school",0.00
"CO2","mass","wint","tech",0.00
"CO2","mass","sum","tech",0.00
"CO2","mass","shoulder","tech",0.00
"CO2","energy","wint","dormitories",0.00
"CO2","energy","sum","dormitories",0.00
"CO2","energy","shoulder","dormitories",0.00
"CO2","energy","wint","energyIsland",0.00
"CO2","energy","sum","energyIsland",0.00
"CO2","energy","shoulder","energyIsland",0.00
"CO2","energy","wint","factory",0.00
"CO2","energy","sum","factory",0.00
"CO2","energy","shoulder","factory",0.00
"CO2","energy","wint","factory_assembly",0.00
"CO2","energy","sum","factory_assembly",0.00
"CO2","energy","shoulder","factory_assembly",0.00
"CO2","energy","wint","factory_blades",0.00
"CO2","energy","sum","factory_blades",0.00
"CO2","energy","shoulder","factory_blades",0.00
"CO2","energy","wint","hospital",0.00
"CO2","energy","sum","hospital",0.00
"CO2","energy","shoulder","hospital",0.00
"CO2","energy","wint","multifunction",0.00
"CO2","energy","sum","multifunction",0.00
"CO2","energy","shoulder","multifunction",0.00
"CO2","energy","wint","northDistrict",0.00
"CO2","energy","sum","northDistrict",0.00
"CO2","energy","shoulder","northDistrict",0.00
"CO2","energy","wint","quality",0.00
"CO2","energy","sum","quality",0.00
"CO2","energy","shoulder","quality",0.00
"CO2","energy","wint","reserved",0.00
"CO2","energy","sum","reserved",0.00
"CO2","energy","shoulder","reserved",0.00
"CO2","energy","wint","residential",0.00
"CO2","energy","sum","residential",0.00
"CO2","energy","shoulder","residential",0.00
"CO2","energy","wint","school",0.00
"CO2","energy","sum","school",0.00
"CO2","energy","shoulder","school",0.00
"CO2","energy","wint","tech",0.00
"CO2","energy","sum","tech",0.00
"CO2","energy","shoulder","tech",0.00
"coal","mass","wint","dormitories",0.00
"coal","mass","sum","dormitories",0.00
"coal","mass","shoulder","dormitories",0.00
"coal","mass","wint","energyIsland",0.00
"coal","mass","sum","energyIsland",0.00
"coal","mass","shoulder","energyIsland",0.00
"coal","mass","wint","factory",0.00
"coal","mass","sum","factory",0.00
"coal","mass","shoulder","factory",0.00
"coal","mass","wint","factory_assembly",0.00
"coal","mass","sum","factory_assembly",0.00
"coal","mass","shoulder","factory_assembly",0.00
"coal","mass","wint","factory_blades",0.00
"coal","mass","sum","factory_blades",0.00
"coal","mass","shoulder","factory_blades",0.00
"coal","mass","wint","hospital",0.00
"coal","mass","sum","hospital",0.00
"coal","mass","shoulder","hospital",0.00
"coal","mass","wint","multifunction",0.00
"coal","mass","sum","multifunction",0.00
"coal","mass","shoulder","multifunction",0.00
"coal","mass","wint","northDistrict",0.00
"coal","mass","sum","northDistrict",0.00
"coal","mass","shoulder","northDistrict",0.00
"coal","mass","wint","quality",0.00
"coal","mass","sum","quality",0.00
"coal","mass","shoulder","quality",0.00
"coal","mass","wint","reserved",0.00
"coal","mass","sum","reserved",0.00
"coal","mass","shoulder","reserved",0.00
"coal","mass","wint","residential",0.00
"coal","mass","sum","residential",0.00
"coal","mass","shoulder","residential",0.00
"coal","mass","wint","school",0.00
"coal","mass","sum","school",0.00
"coal","mass","shoulder","school",0.00
"coal","mass","wint","tech",0.00
"coal","mass","sum","tech",0.00
"coal","mass","shoulder","tech",0.00
"coal","energy","wint","dormitories",0.00
"coal","energy","sum","dormitories",0.00
"coal","energy","shoulder","dormitories",0.00
"coal","energy","wint","energyIsland",0.00
"coal","energy","sum","energyIsland",0.00
"coal","energy","shoulder","energyIsland",0.00
"coal","energy","wint","factory",0.00
"coal","energy","sum","factory",0.00
"coal","energy","shoulder","factory",0.00
"coal","energy","wint","factory_assembly",0.00
"coal","energy","sum","factory_assembly",0.00
"coal","energy","shoulder","factory_assembly",0.00
"coal","energy","wint","factory_blades",0.00
"coal","energy","sum","factory_blades",0.00
"coal","energy","shoulder","factory_blades",0.00
"coal","energy","wint","hospital",0.00
"coal","energy","sum","hospital",0.00
"coal","energy","shoulder","hospital",0.00
"coal","energy","wint","multifunction",0.00
"coal","energy","sum","multifunction",0.00
"coal","energy","shoulder","multifunction",0.00
"coal","energy","wint","northDistrict",0.00
"coal","energy","sum","northDistrict",0.00
"coal","energy","shoulder","northDistrict",0.00
"coal","energy","wint","quality",0.00
"coal","energy","sum","quality",0.00
"coal","energy","shoulder","quality",0.00
"coal","energy","wint","reserved",0.00
"coal","energy","sum","reserved",0.00
"coal","energy","shoulder","reserved",0.00
"coal","energy","wint","residential",0.00
"coal","energy","sum","residential",0.00
"coal","energy","shoulder","residential",0.00
"coal","energy","wint","school",0.00
"coal","energy","sum","school",0.00
"coal","energy","shoulder","school",0.00
"coal","energy","wint","tech",0.00
"coal","energy","sum","tech",0.00
"coal","energy","shoulder","tech",0.00
"coke","mass","wint","dormitories",0.00
"coke","mass","sum","dormitories",0.00
"coke","mass","shoulder","dormitories",0.00
"coke","mass","wint","energyIsland",0.00
"coke","mass","sum","energyIsland",0.00
"coke","mass","shoulder","energyIsland",0.00
"coke","mass","wint","factory",0.00
"coke","mass","sum","factory",0.00
"coke","mass","shoulder","factory",0.00
"coke","mass","wint","factory_assembly",0.00
"coke","mass","sum","factory_assembly",0.00
"coke","mass","shoulder","factory_assembly",0.00
"coke","mass","wint","factory_blades",0.00
"coke","mass","sum","factory_blades",0.00
"coke","mass","shoulder","factory_blades",0.00
"coke","mass","wint","hospital",0.00
"coke","mass","sum","hospital",0.00
"coke","mass","shoulder","hospital",0.00
"coke","mass","wint","multifunction",0.00
"coke","mass","sum","multifunction",0.00
"coke","mass","shoulder","multifunction",0.00
"coke","mass","wint","northDistrict",0.00
"coke","mass","sum","northDistrict",0.00
"coke","mass","shoulder","northDistrict",0.00
"coke","mass","wint","quality",0.00
"coke","mass","sum","quality",0.00
"coke","mass","shoulder","quality",0.00
"coke","mass","wint","reserved",0.00
"coke","mass","sum","reserved",0.00
"coke","mass","shoulder","reserved",0.00
"coke","mass","wint","residential",0.00
"coke","mass","sum","residential",0.00
"coke","mass","shoulder","residential",0.00
"coke","mass","wint","school",0.00
"coke","mass","sum","school",0.00
"coke","mass","shoulder","school",0.00
"coke","mass","wint","tech",0.00
"coke","mass","sum","tech",0.00
"coke","mass","shoulder","tech",0.00
"coke","energy","wint","dormitories",0.00
"coke","energy","sum","dormitories",0.00
"coke","energy","shoulder","dormitories",0.00
"coke","energy","wint","energyIsland",0.00
"coke","energy","sum","energyIsland",0.00
"coke","energy","shoulder","energyIsland",0.00
"coke","energy","wint","factory",0.00
"coke","energy","sum","factory",0.00
"coke","energy","shoulder","factory",0.00
"coke","energy","wint","factory_assembly",0.00
"coke","energy","sum","factory_assembly",0.00
"coke","energy","shoulder","factory_assembly",0.00
"coke","energy","wint","factory_blades",0.00
"coke","energy","sum","factory_blades",0.00
"coke","energy","shoulder","factory_blades",0.00
"coke","energy","wint","hospital",0.00
"coke","energy","sum","hospital",0.00
"coke","energy","shoulder","hospital",0.00
"coke","energy","wint","multifunction",0.00
"coke","energy","sum","multifunction",0.00
"coke","energy","shoulder","multifunction",0.00
"coke","energy","wint","northDistrict",0.00
"coke","energy","sum","northDistrict",0.00
"coke","energy","shoulder","northDistrict",0.00
"coke","energy","wint","quality",0.00
"coke","energy","sum","quality",0.00
"coke","energy","shoulder","quality",0.00
"coke","energy","wint","reserved",0.00
"coke","energy","sum","reserved",0.00
"coke","energy","shoulder","reserved",0.00
"coke","energy","wint","residential",0.00
"coke","energy","sum","residential",0.00
"coke","energy","shoulder","residential",0.00
"coke","energy","wint","school",0.00
"coke","energy","sum","school",0.00
"coke","energy","shoulder","school",0.00
"coke","energy","wint","tech",0.00
"coke","energy","sum","tech",0.00
"coke","energy","shoulder","tech",0.00
"cold_primary_feed","mass","wint","dormitories",0.00
"cold_primary_feed","mass","sum","dormitories",0.00
"cold_primary_feed","mass","shoulder","dormitories",0.00
"cold_primary_feed","mass","wint","energyIsland",0.00
"cold_primary_feed","mass","sum","energyIsland",0.00
"cold_primary_feed","mass","shoulder","energyIsland",0.00
"cold_primary_feed","mass","wint","factory",0.00
"cold_primary_feed","mass","sum","factory",0.00
"cold_primary_feed","mass","shoulder","factory",0.00
"cold_primary_feed","mass","wint","factory_assembly",0.00
"cold_primary_feed","mass","sum","factory_assembly",0.00
"cold_primary_feed","mass","shoulder","factory_assembly",0.00
"cold_primary_feed","mass","wint","factory_blades",0.00
"cold_primary_feed","mass","sum","factory_blades",0.00
"cold_primary_feed","mass","shoulder","factory_blades",0.00
"cold_primary_feed","mass","wint","hospital",0.00
"cold_primary_feed","mass","sum","hospital",6.50
"cold_primary_feed","mass","shoulder","hospital",0.00
"cold_primary_feed","mass","wint","multifunction",0.00
"cold_primary_feed","mass","sum","multifunction",0.00
"cold_primary_feed","mass","shoulder","multifunction",0.00
