"Authors","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Source","EID"
"Fernández-Álvarez, G., Pérez, J., Gómez, M.A.","Optimization of reactor depth in membrane bioreactors for municipal wastewater treatment",2014,"Journal of Environmental Engineering (United States)",140,7,4014019,,,,2,"10.1061/(ASCE)EE.1943-7870.0000829","http://www.scopus.com/inward/record.url?eid=2-s2.0-84902577917&partnerID=40&md5=90c1e2b9ccef70701eff8d4c0381a251","Article","Scopus","2-s2.0-84902577917"
"Tonini, D., Dorini, G., Astrup, T.F.","Bioenergy, material, and nutrients recovery from household waste: Advanced material, substance, energy, and cost flow analysis of a waste refinery process",2014,"Applied Energy",121,,,64,78,,2,"10.1016/j.apenergy.2014.01.058","http://www.scopus.com/inward/record.url?eid=2-s2.0-84894308608&partnerID=40&md5=73b30057391f544a9b6a828b5c23e9f1","Article","Scopus","2-s2.0-84894308608"
"Kumana, J.D.","Pinch analysis for process energy optimization",2002,"Energy Engineering: Journal of the Association of Energy Engineering",99,4,,18,41,,,"10.1092/G0PR-Y28V-T303-JR61","http://www.scopus.com/inward/record.url?eid=2-s2.0-0036247830&partnerID=40&md5=78f320b875f1df379d22706cb3ef152e","Article","Scopus","2-s2.0-0036247830"
"Lecompte, S., Huisseune, H., van den Broek, M., De Paepe, M.","Methodical thermodynamic analysis and regression models of organic Rankine cycle architectures for waste heat recovery",2015,"Energy",87,,,60,76,,,"10.1016/j.energy.2015.04.094","http://www.scopus.com/inward/record.url?eid=2-s2.0-84930866707&partnerID=40&md5=856e139c4de33ed8a83320c6015e142c","Article","Scopus","2-s2.0-84930866707"
"Xie, Y.L., Huang, G.H., Li, W., Ji, L.","Carbon and air pollutants constrained energy planning for clean power generation with a robust optimization model-A case study of Jining City, China",2014,"Applied Energy",136,,,150,167,,,"10.1016/j.apenergy.2014.09.015","http://www.scopus.com/inward/record.url?eid=2-s2.0-84930934216&partnerID=40&md5=db5b2879abb33b2f912b878473a9d6f9","Article","Scopus","2-s2.0-84930934216"
"Wu, C.B., Huang, G.H., Li, W., Xie, Y.L., Xu, Y.","Multistage stochastic inexact chance-constraint programming for an integrated biomass-municipal solid waste power supply management under uncertainty",2015,"Renewable and Sustainable Energy Reviews",41,,,1244,1254,,2,"10.1016/j.rser.2014.09.019","http://www.scopus.com/inward/record.url?eid=2-s2.0-84908012959&partnerID=40&md5=58649a8a797fbe1e6ec2951d3d0660d0","Article","Scopus","2-s2.0-84908012959"
"Poplewski, G.","A new methodology for the synthesis of an optimum flexible water networks",2015,"Process Safety and Environmental Protection",95,,,172,183,,1,"10.1016/j.psep.2015.03.001","http://www.scopus.com/inward/record.url?eid=2-s2.0-84929150531&partnerID=40&md5=51e3fa6cf8ed02203860aaa758b359c9","Article","Scopus","2-s2.0-84929150531"
"Şahinkaya, S., Sevimli, M.F.","Effects and modelling of ultrasonic waste-activated sludge disintegration",2013,"Water and Environment Journal",27,2,,238,246,,3,"10.1111/j.1747-6593.2012.00358.x","http://www.scopus.com/inward/record.url?eid=2-s2.0-84878163976&partnerID=40&md5=f3e5d91b9f392d7920000fa9998bdce4","Article","Scopus","2-s2.0-84878163976"
"Kerroum, D., Mossaab, B.-L., Abdessalam Hassen, M.","Use of ADM1 model to simulate the anaerobic digestion process used for sludge waste treatment in thermophilic conditions",2010,"Turkish Journal of Engineering and Environmental Sciences",34,2,,121,129,,1,"10.3906/muh-1001-57","http://www.scopus.com/inward/record.url?eid=2-s2.0-78649479660&partnerID=40&md5=4c6b72e2e3821167d3c3daab0db4be2b","Article","Scopus","2-s2.0-78649479660"
"Ahmetović, E., Ibrić, N., Kravanja, Z.","Optimal design for heat-integrated water-using and wastewater treatment networks",2014,"Applied Energy",135,,,791,808,,8,"10.1016/j.apenergy.2014.04.063","http://www.scopus.com/inward/record.url?eid=2-s2.0-84910046308&partnerID=40&md5=6e81a9f77ca9836939017b22231ba6d4","Article","Scopus","2-s2.0-84910046308"
"Chaves, P., Kojiri, T., Yamashiki, Y.","Optimization of storage reservoir considering water quantity and quality",2003,"Hydrological Processes",17,14,,2769,2793,,28,"10.1002/hyp.1433","http://www.scopus.com/inward/record.url?eid=2-s2.0-0142213746&partnerID=40&md5=cd0b10cef97a60e4a92a6c9fcc0bae98","Article","Scopus","2-s2.0-0142213746"
"Larsen, T.A.","Redesigning wastewater infrastructure to improve resource efficiency",2011,"Water Science and Technology",63,11,,2535,2541,,5,"10.2166/wst.2011.502","http://www.scopus.com/inward/record.url?eid=2-s2.0-79959321469&partnerID=40&md5=015e9a44282c8336a11fc8dc4a3cae0f","Article","Scopus","2-s2.0-79959321469"
"Chen, L., Yang, B., Shen, X., Xie, Z., Sun, F.","Thermodynamic optimization opportunities for the recovery and utilization of residual energy and heat in China's iron and steel industry: A case study",2015,"Applied Thermal Engineering",86,,6544,151,160,,2,"10.1016/j.applthermaleng.2015.04.026","http://www.scopus.com/inward/record.url?eid=2-s2.0-84929151461&partnerID=40&md5=b883d9f83fb46a4883c539e1988185ab","Article","Scopus","2-s2.0-84929151461"
"Krenn, C., Weichbold, T., Korp, G., Meixner, E., Stockner, H., Berger, D., Bernreiter, J., Bleicher, F., Geiger, G., Fresner, J.","Qualitative and quantitative modelling to build a conceptual framework to identify energy saving options: Case study of a wire producing company",2015,"Journal of Cleaner Production",95,,,212,222,,,"10.1016/j.jclepro.2015.02.052","http://www.scopus.com/inward/record.url?eid=2-s2.0-84927177662&partnerID=40&md5=487c29d6796f694ecebbd56527509010","Article","Scopus","2-s2.0-84927177662"
"Weber, B., Chavez, A., Morales-Mejia, J., Eichenauer, S., Stadlbauer, E.A., Almanza, R.","Wet air oxidation of resorcinol as a model treatment for refractory organics in wastewaters from the wood processing industry",2015,"Journal of Environmental Management",161,,,137,143,,,"10.1016/j.jenvman.2015.06.046","http://www.scopus.com/inward/record.url?eid=2-s2.0-84936849990&partnerID=40&md5=a7072af678a8ecd1e397d7dedc7b1bbf","Article","Scopus","2-s2.0-84936849990"
"Sutton, P.M., Rittmann, B.E., Schraa, O.J., Banaszak, J.E., Togna, A.P.","Wastewater as a resource: A unique approach to achieving energy sustainability",2011,"Water Science and Technology",63,9,,2004,2009,,9,"10.2166/wst.2011.462","http://www.scopus.com/inward/record.url?eid=2-s2.0-79957635421&partnerID=40&md5=23aad85d61d93d78c6f603fcedb683ce","Article","Scopus","2-s2.0-79957635421"
"Sun, D.-W.","Computer simulation and optimization of ammonia-water absorption refrigeration systems",1997,"Energy Sources",19,7,,677,690,,11,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-0031199985&partnerID=40&md5=098439ff7f91dd51fa133e949a8c5f32","Article","Scopus","2-s2.0-0031199985"
"Boix, M., Montastruc, L., Pibouleau, L., Azzaro-Pantel, C., Domenech, S.","Industrial water management by multiobjective optimization: From individual to collective solution through eco-industrial parks",2012,"Journal of Cleaner Production",22,1,,85,97,,31,"10.1016/j.jclepro.2011.09.011","http://www.scopus.com/inward/record.url?eid=2-s2.0-81055156052&partnerID=40&md5=a1900f743e1791cc25d90ccfb4f09f1e","Article","Scopus","2-s2.0-81055156052"
"Baliban, R.C., Elia, J.A., Floudas, C.A.","Biomass to liquid transportation fuels (BTL) systems: Process synthesis and global optimization framework",2013,"Energy and Environmental Science",6,1,,267,287,,34,"10.1039/c2ee23369j","http://www.scopus.com/inward/record.url?eid=2-s2.0-84871268281&partnerID=40&md5=61e1cd123a0c806454ff03623830d863","Article","Scopus","2-s2.0-84871268281"
"Crane, D.T., Jackson, G.S.","Optimization of cross flow heat exchangers for thermoelectric waste heat recovery",2004,"Energy Conversion and Management",45,"9-10",,1565,1582,,87,"10.1016/j.enconman.2003.09.003","http://www.scopus.com/inward/record.url?eid=2-s2.0-0442327916&partnerID=40&md5=ffc23356bdf50a959782e99098bcb033","Article","Scopus","2-s2.0-0442327916"
"Grau, R., Graells, M., Corominas, J., Espuña, A., Puiojaner, L.","Global strategy for energy and waste analysis in scheduling and planning of multiproduct batch chemical processes",1996,"Computers and Chemical Engineering",20,"6-7",,853,868,,46,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-0030174722&partnerID=40&md5=0eeed11e507d09eb77c5e473b0116d6c","Article","Scopus","2-s2.0-0030174722"
"Liu, Y., Miller, S.A., Safferman, S.I.","Screening co-digestion of food waste water with manure for biogas production",2009,"Biofuels, Bioproducts and Biorefining",3,1,,11,19,,11,"10.1002/bbb.120","http://www.scopus.com/inward/record.url?eid=2-s2.0-60149102094&partnerID=40&md5=c58aa7e3c01e40bbe1107310a3adfcaf","Article","Scopus","2-s2.0-60149102094"
"Wu, W., Christiana, V.I., Chen, S.-A., Hwang, J.-J.","Design and techno-economic optimization of a stand-alone PV (photovoltaic)/FC (fuel cell)/battery hybrid power system connected toa wastewater-to-hydrogen processor",2015,"Energy",84,,,462,472,,1,"10.1016/j.energy.2015.03.012","http://www.scopus.com/inward/record.url?eid=2-s2.0-84928419385&partnerID=40&md5=25bc970293c3b043c6fbc4b0b3f20e98","Article","Scopus","2-s2.0-84928419385"
"Qiao, J.-F., Bo, Y.-C., Chai, W., Han, H.-G.","Adaptive optimal control for a wastewater treatment plant based on a data-driven method",2013,"Water Science and Technology",67,10,,2314,2320,,1,"10.2166/wst.2013.087","http://www.scopus.com/inward/record.url?eid=2-s2.0-84878917024&partnerID=40&md5=344dfc5f1795d80b0dc79cf7e95971bc","Article","Scopus","2-s2.0-84878917024"
"Bai, X.-L., Zhang, Y.-J., Wang, H.-H.","Energy efficiency of water transportation system for surface water source heat pump",2010,"Tumu Jianzhu yu Huanjing Gongcheng/Journal of Civil, Architectural and Environmental Engineering",32,6,,86,91,,4,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-79951973974&partnerID=40&md5=312e3e9db7b91ed124c1b62c8d1df085","Article","Scopus","2-s2.0-79951973974"
"Zhao, Y., Shigang, Z., Haibe, Z.","Optimization study of combined refrigeration cycles driven by an engine",2003,"Applied Energy",76,4,,379,389,,29,"10.1016/S0306-2619(03)00002-3","http://www.scopus.com/inward/record.url?eid=2-s2.0-0141485323&partnerID=40&md5=206a1e25e6c9c1ca7803a3b30558ff32","Article","Scopus","2-s2.0-0141485323"
"Hipólito-Valencia, B.J., Rubio-Castro, E., Ponce-Ortega, J.M., Serna-González, M., Nápoles-Rivera, F., El-Halwagi, M.M.","Optimal design of inter-plant waste energy integration",2014,"Applied Thermal Engineering",62,2,,633,652,,9,"10.1016/j.applthermaleng.2013.10.015","http://www.scopus.com/inward/record.url?eid=2-s2.0-84887381513&partnerID=40&md5=f412387cdc1ac41399eb3198e6575a72","Article","Scopus","2-s2.0-84887381513"
"Hipólito-Valencia, B.J., Rubio-Castro, E., Ponce-Ortega, J.M., Serna-González, M., Nápoles-Rivera, F., El-Halwagi, M.M.","Optimal design of inter-plant waste energy integration",2013,"Applied Thermal Engineering",61,2,,633,652,,,"10.1016/j.applthermaleng.2013.08.035","http://www.scopus.com/inward/record.url?eid=2-s2.0-84889844731&partnerID=40&md5=0b571a95f10b7bfe310d679bd9817e42","Article","Scopus","2-s2.0-84889844731"
"Tavakoli, A., Kerachian, R., Nikoo, M.R., Soltani, M., Estalaki, S.M.","Water and waste load allocation in rivers with emphasis on agricultural return flows: Application of fractional factorial analysis",2014,"Environmental Monitoring and Assessment",186,9,,5935,5949,,3,"10.1007/s10661-014-3830-6","http://www.scopus.com/inward/record.url?eid=2-s2.0-84905991192&partnerID=40&md5=54a3c1fb1f777d94056d27f9c8894613","Article","Scopus","2-s2.0-84905991192"
"Krzeminski, P., Van Der Graaf, J.H.J.M., Van Lier, J.B.","Specific energy consumption of membrane bioreactor (MBR) for sewage treatment",2012,"Water Science and Technology",65,2,,380,392,,22,"10.2166/wst.2012.861","http://www.scopus.com/inward/record.url?eid=2-s2.0-84856294589&partnerID=40&md5=0b499b107a6410bacb7e9c7283642762","Article","Scopus","2-s2.0-84856294589"
"Rerat, C., Papadokonstantakis, S., Hungerbühler, K.","Integrated waste management in batch chemical industry based on multi-objective optimization",2013,"Journal of the Air and Waste Management Association",63,3,,349,366,,3,"10.1080/10962247.2012.750252","http://www.scopus.com/inward/record.url?eid=2-s2.0-84874173596&partnerID=40&md5=ef3a67204d86deb14959ade2b1b18807","Article","Scopus","2-s2.0-84874173596"
"Larsen, U., Nguyen, T.-V., Knudsen, T., Haglind, F.","System analysis and optimisation of a Kalina split-cycle for waste heat recovery on large marine diesel engines",2014,"Energy",64,,,484,494,,10,"10.1016/j.energy.2013.10.069","http://www.scopus.com/inward/record.url?eid=2-s2.0-84891494114&partnerID=40&md5=10c145eddd288f062aabd849acfc40b9","Article","Scopus","2-s2.0-84891494114"
"Okeniyi, J.O., Anwan, E.U., Okeniyi, E.T.","Waste characterisation and recoverable energy potential using waste generated in a model community in Nigeria",2012,"Journal of Environmental Science and Technology",5,4,,232,240,,4,"10.3923/jest.2012.232.240","http://www.scopus.com/inward/record.url?eid=2-s2.0-84859083996&partnerID=40&md5=064be335bcac772f6f006ee61d3e1d28","Article","Scopus","2-s2.0-84859083996"
"Okamura, T., Matsyuhashi, R., Yoshida, Y., Hasegawa, H., Ishitani, H.","CO2 reduction effect of the utilization of waste heat and solar heat in a city gas system",2004,"Electrical Engineering in Japan (English translation of Denki Gakkai Ronbunshi)",149,1,,22,32,,1,"10.1002/eej.10369","http://www.scopus.com/inward/record.url?eid=2-s2.0-4444242343&partnerID=40&md5=4d29531e731fb0703bb3592bed381418","Article","Scopus","2-s2.0-4444242343"
"Lubega, W.N., Farid, A.M.","Quantitative engineering systems modeling and analysis of the energy-water nexus",2014,"Applied Energy",135,,,142,157,,4,"10.1016/j.apenergy.2014.07.101","http://www.scopus.com/inward/record.url?eid=2-s2.0-84907185267&partnerID=40&md5=247a6e6f67700f450bfe8b01b5793661","Article","Scopus","2-s2.0-84907185267"
"Lefebvre, O., Tan, Z., Shen, Y., Ng, H.Y.","Optimization of a microbial fuel cell for wastewater treatment using recycled scrap metals as a cost-effective cathode material",2013,"Bioresource Technology",127,,,158,164,,10,"10.1016/j.biortech.2012.10.005","http://www.scopus.com/inward/record.url?eid=2-s2.0-84868324291&partnerID=40&md5=c9665cb268e9c6a0ca0f41402ededab1","Article","Scopus","2-s2.0-84868324291"
"Tammaro, M., Montagud, C., Corberán, J.M., Mauro, A.W., Mastrullo, R.","A propane water-to-water heat pump booster for sanitary hot water production: Seasonal performance analysis of a new solution optimizing COP",2015,"International Journal of Refrigeration",51,,,59,69,,,"10.1016/j.ijrefrig.2014.12.008","http://www.scopus.com/inward/record.url?eid=2-s2.0-84921648520&partnerID=40&md5=6eb61b03677c602ac7ce149a991843e0","Article","Scopus","2-s2.0-84921648520"
"Cucchiella, F., D'Adamo, I., Gastaldi, M.","Strategic municipal solid waste management: A quantitative model for Italian regions",2014,"Energy Conversion and Management",77,,,709,720,,10,"10.1016/j.enconman.2013.10.024","http://www.scopus.com/inward/record.url?eid=2-s2.0-84887449416&partnerID=40&md5=e27b145e768b0a5580677742d4571f59","Article","Scopus","2-s2.0-84887449416"
"Feng, X., Qiu, B.","Optimal operation for large pumping station system based on water transferring losses of river",2015,"Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering",31,17,,35,41,,,"10.11975/j.issn.1002-6819.2015.17.005","http://www.scopus.com/inward/record.url?eid=2-s2.0-84944559047&partnerID=40&md5=3666c63c90e2da77362985f42229fbd8","Article","Scopus","2-s2.0-84944559047"
"Cardwell, H., Ellis, H.","Stochastic dynamic programming models for water quality management",1993,"Water Resources Research",29,4,,803,813,,42,"10.1029/93WR00182","http://www.scopus.com/inward/record.url?eid=2-s2.0-0027524331&partnerID=40&md5=bdee1939e10bffb23d26e6dfa556b246","Article","Scopus","2-s2.0-0027524331"
"Lovelady, E.M., El-Halwagi, M., Krishnagopalan, G.A.","An integrated approach to the optimisation of water usage and discharge in pulp and paper plants",2007,"International Journal of Environment and Pollution",29,"1-3",,274,307,,33,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-34248142873&partnerID=40&md5=31429b87b0733bcbb457e671339749ae","Article","Scopus","2-s2.0-34248142873"
"Cioccolanti, L., Savoretti, A., Renzi, M., Caresana, F., Comodi, G.","Design and test of a single effect thermal desalination plant using waste heat from m-CHP units",2015,"Applied Thermal Engineering",82,,,18,29,,,"10.1016/j.applthermaleng.2015.02.047","http://www.scopus.com/inward/record.url?eid=2-s2.0-84924862741&partnerID=40&md5=e61a1e46568c59e1e1d59f0a2a84be47","Article","Scopus","2-s2.0-84924862741"
"Kandare, G., Nevado Reviriego, A.","Adaptive predictive expert control of dissolved oxygen concentration in a wastewater treatment plant",2011,"Water Science and Technology",64,5,,1130,1136,,6,"10.2166/wst.2011.276","http://www.scopus.com/inward/record.url?eid=2-s2.0-80052760478&partnerID=40&md5=31b662e1d15fa268cbf2158c4c111af2","Article","Scopus","2-s2.0-80052760478"
